Term,Year,Students,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Course Title,Primary Instructor,GPA
Spring,2022,53,BADM,330,21,26,4,0,0,2,0,0,0,0,0,0,0,0,Brand Management,"Rodas, Maria A",3.924905660377359
Fall,2010,27,CI,467,0,25,1,0,0,1,0,0,0,0,0,0,0,0,Princ Tchg Lit to Child Youth,"Peoples, Julie A",3.9385185185185185
Fall,2016,330,ANTH,103,12,83,89,27,45,20,7,16,6,4,1,5,15,0,Anthro in a Changing World,"Lee, Alexander J",3.190727272727272
Fall,2010,25,ADV,400,0,8,8,7,1,1,0,0,0,0,0,0,0,0,Special Problems,"Ham, Chang Dae",3.6136
Fall,2017,21,LAS,101,7,7,2,0,2,0,0,1,1,0,1,0,0,0,Freshman Seminar,"Soranso, Murillo S",3.5242857142857145
Spring,2017,107,ECE,110,32,41,10,5,8,5,2,0,0,0,0,0,4,0,Introduction to Electronics,"Makela, Jonathan J",3.620186915887851
Spring,2022,30,ENGL,104,4,21,0,1,1,0,0,0,0,2,0,0,1,0,Introduction to Film,"Claborn, John P",3.633
Spring,2021,25,GS,199,2,1,2,6,3,1,0,0,1,2,1,1,5,0,College Academic Success,"Morley, Amanda R",2.2796000000000003
Fall,2019,33,AFST,210,0,4,17,5,5,1,0,1,0,0,0,0,0,0,Intro to Mod African Lit,"Basu, Manisha",3.476060606060606
Fall,2013,50,HDFS,401,13,17,8,3,5,3,0,1,0,0,0,0,0,0,Socialization and Development,"McElwain, Nancy L",3.6872000000000003
Spring,2017,28,HORT,107,0,19,3,3,1,1,0,1,0,0,0,0,0,0,Introduction to Floral Design,"Noland, Dianne A",3.7382142857142857
Fall,2018,24,MCB,251,2,10,3,3,4,1,0,1,0,0,0,0,0,0,Exp Techniqs in Molecular Biol,"Kirchner, Nicholas C",3.5695833333333336
Fall,2010,23,HIST,142,0,5,5,6,5,1,0,0,1,0,0,0,0,0,Western Civ Since 1660,"Micale, Mark S",3.3769565217391304
Fall,2021,54,KIN,104,0,50,0,0,3,0,0,1,0,0,0,0,0,0,Ice Skating,"Clarke, Caitlin L",3.9074074074074074
Summer,2011,71,SPED,205,1,58,0,3,5,4,0,0,0,0,0,0,0,0,Introduction to Special Needs,"Monda-Amaya, Lisa E",3.8263380281690145
Summer,2011,26,ENGL,241,0,7,2,5,1,3,2,3,0,1,0,0,2,0,Beginnings of Modern Poetry,"Sheets, Frank R",2.884230769230769
Spring,2013,72,RST,255,0,53,0,0,17,0,0,0,0,0,0,0,2,0,Ethical Issues in Sport Mgmt.,"Hardin, Donald R",3.6527777777777777
Summer,2011,119,ECE,110,5,18,23,13,10,12,11,8,6,3,2,2,5,1,Intro Elec & Computer Engrg,"Vaidya, Nitin H",2.8874576271186436
Spring,2022,22,MATH,347,4,1,2,2,1,2,2,2,1,0,1,1,3,0,Fundamental Mathematics,"English, Sean J",2.47
Spring,2017,83,STAT,430,7,36,20,7,6,0,4,2,0,1,0,0,0,0,Basics of Statistical Learning,"Dalpiaz, David M",3.6308433734939762
Fall,2010,37,ARTD,445,6,10,7,3,7,3,1,0,0,0,0,0,0,0,Seminar in Design,"Thomas, Joyce K",3.5410810810810815
Spring,2010,40,PSYC,427,0,1,6,0,6,7,3,2,6,0,3,3,3,0,Language and the Brain,"Grindrod, Christopher M",2.21825
Summer,2011,29,MACS,351,0,5,3,3,4,4,1,4,2,0,1,0,1,1,Social Aspects of Media,"Jiao, Yang",2.798214285714286
Fall,2014,30,ME,403,2,9,7,4,6,0,2,0,0,0,0,0,0,0,Internal Combustion Engines,"Lee, Chia-Fon",3.522333333333333
Fall,2018,291,CHEM,101,1,22,13,25,50,32,29,44,28,17,11,11,7,1,Introductory Chemistry,"Andino Martinez, Jose G",2.419689655172414
Fall,2014,23,IS,504,0,20,2,1,0,0,0,0,0,0,0,0,0,0,Reference and Info Services,"Holba Puacz, Jeanne T",3.9421739130434785
Spring,2017,25,SOCW,503,8,16,0,1,0,0,0,0,0,0,0,0,0,0,Trauma Informed SW w/ Children,"Mann, Kimberly A",3.9732
Winter,2020,49,MATH,285,1,15,8,3,7,1,1,5,4,1,1,1,1,0,Intro Differential Equations,"Carpenter, Bruce",3.0414285714285714
Spring,2017,39,ATMS,305,13,4,3,2,2,5,1,1,3,0,0,2,2,1,Computing and Data Analysis,"Nesbitt, Stephen",3.044736842105263
Fall,2021,26,RST,480,0,17,1,1,0,2,1,1,1,1,1,0,0,0,Orientation to Internship,"Daniels, Terri A",3.4103846153846153
Spring,2013,23,EPSY,220,1,10,4,3,3,0,0,1,0,0,0,0,1,0,Career Theory and Practice,"Doshi, Namrata D",3.463913043478261
Spring,2011,56,LAW,607,0,9,5,16,22,3,1,0,0,0,0,0,0,0,Civil Procedure,"Stancil, Paul J",3.2851785714285713
Summer,2014,36,ENSU,310,8,18,1,2,1,1,1,1,0,0,0,0,3,0,Renewable & Alternative Energy,"Snodgrass, Eric R",3.453611111111111
Fall,2011,147,ECE,190,4,21,12,20,17,10,15,18,5,7,8,3,5,2,Intro to Computing Systems,"Mitra, Sayan",2.6686896551724137
Summer,2011,24,CMN,111,0,11,4,7,1,0,1,0,0,0,0,0,0,0,Oral & Written Comm I,"McCullough, Nathan W",3.6383333333333336
Fall,2010,22,IB,150,1,7,5,4,2,0,2,0,0,1,0,0,0,0,Organismal & Evolutionary Biol,"Hickox, Tracey E",3.439090909090909
Fall,2018,27,LLS,100,0,9,7,4,3,1,1,0,0,1,0,0,1,0,Intro Latina/Latino Studies,"Mora, Juan I",3.3459259259259255
Spring,2022,28,LAW,654,0,8,7,9,4,0,0,0,0,0,0,0,0,0,International Trade Policy,"Davey, William J",3.559285714285714
Fall,2010,21,ECE,206,0,8,5,6,2,0,0,0,0,0,0,0,0,0,Elec & Electronic Circuits Lab,"Zhang, Jianhua",3.6347619047619046
Fall,2016,37,CS,296,5,22,7,3,0,0,0,0,0,0,0,0,0,0,Honors Course,"Angrave, Lawrence C",3.8832432432432435
Spring,2022,49,BADM,575,14,11,6,6,8,1,1,2,0,0,0,0,0,0,Supply Chain Analytics,"Moshref Javadi, Mohammad",3.5714285714285716
Spring,2015,58,CHEM,105,28,17,7,2,3,0,1,0,0,0,0,0,0,0,General Chemistry Lab II,"Mahan, Reiana J",3.856551724137931
Summer,2013,22,SOCW,525,0,11,10,1,0,0,0,0,0,0,0,0,0,0,Supervision/Staff Development,"Ward, Thomas",3.819545454545455
Fall,2013,29,LER,100,0,4,1,4,4,2,2,6,1,0,2,0,3,0,Introduction to Labor Studies,"Arnold, Dexter P",2.436551724137931
Spring,2019,22,EDUC,202,1,13,7,0,1,0,0,0,0,0,0,0,0,0,Social Justice Sch & Society,"Gutierrez, Rochelle",3.8495454545454546
Fall,2015,26,MUS,439,10,14,0,0,0,0,0,1,0,0,0,0,1,0,Differentiating Music Instrctn,"Thomas, Jennifer K",3.769230769230769
Fall,2010,25,LAS,101,15,6,2,1,0,0,0,0,0,0,0,0,1,0,Freshman Seminar,"Hoffman, Ruth A",3.7868
Fall,2020,38,ARCH,321,10,17,3,2,4,2,0,0,0,0,0,0,0,0,"Environ, Arch & Global Health","Bollo, Christina S",3.7634210526315797
Spring,2010,39,CS,101,7,10,4,2,1,5,3,0,1,2,2,0,1,1,Intro Computing: Engrg & Sci,"Huang, Zu C",3.1318421052631575
Fall,2021,65,SBC,511,36,10,5,0,4,4,0,0,0,0,1,0,5,0,Strat. Analytics & Data Visual,"Sachdev, Vishal",3.4773846153846155
Fall,2017,27,ARCH,451,6,9,5,4,0,1,0,2,0,0,0,0,0,0,Theory & Design Steel & Timber,"Lapunzina, Alejandro",3.642222222222222
Spring,2021,22,ACCY,552,1,4,7,5,5,0,0,0,0,0,0,0,0,0,Partnership Income Taxation,"Sternburg, Thomas",3.5154545454545456
Fall,2018,97,DANC,100,36,46,7,2,0,1,1,1,1,1,0,0,1,0,Intro to Contemporary Dance,"Beck, Kenneth D",3.8180412371134023
Summer,2011,59,IB,100,0,17,0,0,26,0,0,13,0,0,2,0,1,0,Biological Sciences,"Dole, Robert E",2.9491525423728815
Fall,2020,21,MCB,408,14,3,1,2,0,0,1,0,0,0,0,0,0,0,Immunology,"Stenger, Alejandra L",3.840952380952381
Spring,2019,36,ECE,365,5,8,6,7,4,1,0,0,3,0,0,2,0,0,Data Science and Engineering,"Veeravalli, Venugopal V",3.2875
Fall,2021,26,ADV,284,4,3,9,3,1,4,1,0,1,0,0,0,0,0,Consumer Insight,"Duff, Brittany",3.411538461538461
Fall,2012,24,PSYC,421,7,6,4,4,0,1,1,0,0,0,0,0,0,1,Principles of Psychophysiology,"Dolcos, Florin",3.6956521739130435
Spring,2022,21,MATH,347,2,1,0,5,1,2,1,0,3,3,1,2,0,0,Fundamental Mathematics,"English, Sean J",2.412380952380952
Fall,2021,39,UP,312,1,13,10,4,2,1,0,3,1,0,3,0,1,0,Communication for Planners,"Chakraborty, Arnab",3.2143589743589747
Fall,2015,31,ACE,564,1,15,9,3,1,2,0,0,0,0,0,0,0,0,Applied Regression Models II,"Crost, Benjamin",3.721290322580645
Fall,2015,25,CI,415,0,15,4,3,0,2,1,0,0,0,0,0,0,0,"Lang Varieties,Cult,& Learning","Kim, Ami",3.6936
Spring,2011,24,HIST,120,9,9,1,1,1,1,0,0,0,0,0,1,0,1,East Asian Civilizations,"Shao, Dan",3.710434782608696
Fall,2017,22,KIN,101,17,2,2,0,0,0,0,0,0,0,0,0,1,0,Aerobics I,"Chaparro, Gioella N",3.7881818181818185
Fall,2017,28,ECE,444,4,11,3,0,6,1,0,3,0,0,0,0,0,0,IC Device Theory & Fabrication,"Lyding, Joseph W",3.488571428571429
Fall,2018,23,MCB,245,0,0,1,2,3,1,2,4,1,0,1,1,7,0,Human Anat & Physiol Lab I,"Swigart, James P",1.6521739130434783
Fall,2014,21,ENGL,109,1,7,9,4,0,0,0,0,0,0,0,0,0,0,Intro to Fiction-ACP,"Cassinelli, Sarah M",3.7309523809523806
Spring,2011,42,ECON,103,0,7,2,9,4,6,5,3,2,1,2,0,1,0,Macroeconomic Principles,"Sogo, Takeharu",2.8011904761904765
Fall,2021,33,MACS,100,8,13,5,4,2,1,0,0,0,0,0,0,0,0,Intro to Popular TV & Movies,"Krishna, Ketan",3.7678787878787876
Spring,2022,44,BADM,211,0,25,9,2,4,1,2,1,0,0,0,0,0,0,Business Analytics II,"Ahsen, Mehmet E",3.659545454545454
Fall,2011,90,GS,101,0,47,17,7,8,2,2,2,2,0,1,1,1,0,Exploring General Studies,"Blazek, Karen K",3.5189999999999997
Spring,2021,84,CS,423,7,39,10,5,11,2,6,2,2,0,0,0,0,0,Operating Systems Design,"Fagen-Ulmschnei, Wade A",3.535833333333333
Spring,2014,59,GE,495,7,38,7,5,2,0,0,0,0,0,0,0,0,0,Senior Engineering Project II,"Wildblood, Harry S",3.8701694915254237
Spring,2014,37,PHIL,202,11,5,3,3,0,0,1,3,3,0,2,1,4,1,Symbolic Logic,"Gyenis, Balazs",2.8058333333333336
Spring,2011,41,ECON,103,3,8,7,4,4,2,3,4,4,0,1,0,1,0,Macroeconomic Principles,"Sogo, Takeharu",3.0004878048780483
Fall,2018,43,ECE,551,6,8,4,7,10,4,0,2,0,0,2,0,0,0,Digital Signal Processing II,"Dokmanic, Ivan",3.27139534883721
Spring,2020,24,MATH,347,2,9,2,6,2,2,1,0,0,0,0,0,0,0,Fundamental Mathematics,"Kutzarova-Ford, Denka N",3.5412500000000002
Fall,2019,105,ECE,110,16,26,17,7,8,4,8,3,5,1,1,2,6,1,Introduction to Electronics,"Ravaioli, Umberto",3.125384615384615
Fall,2015,33,ECON,103,0,4,6,4,2,2,5,6,2,2,0,0,0,0,Macroeconomic Principles,"Ding, Chen",2.797878787878788
Winter,2021,139,MUS,133,108,22,3,1,0,1,0,2,0,0,0,0,2,0,Introduction to World Music,"Nutting, Ian W",3.8921582733812947
Fall,2014,38,ACCY,593,5,18,0,5,9,1,0,0,0,0,0,0,0,0,Special Research Problems,"Ziegler, Richard E",3.6399999999999997
Spring,2013,31,ACE,474,0,6,8,4,9,1,2,1,0,0,0,0,0,0,Econ of Consumption,"Boerngen, Maria A",3.322903225806452
Fall,2020,450,CS,225,50,312,21,13,17,6,7,6,4,3,2,0,9,0,Data Structures,"Evans, Graham C",3.7252444444444444
Fall,2019,32,AAS,100,20,6,1,4,1,0,0,0,0,0,0,0,0,0,Intro Asian American Studies,"Boonsripaisal, Simon",3.8746875000000003
Fall,2019,30,BADM,567,0,14,6,6,1,3,0,0,0,0,0,0,0,0,Process Management,"Xu, Yuqian",3.633666666666667
Fall,2016,40,ECON,202,0,14,2,3,11,3,0,6,1,0,0,0,0,0,Economic Statistics I,"Anderson, Patrese N",3.2002499999999996
Spring,2014,105,PS,101,0,4,9,12,22,8,15,9,11,4,2,2,7,0,Intro to US Gov & Pol,"Hinchliffe, Joseph",2.441238095238095
Fall,2018,114,CEE,421,5,42,26,21,12,3,2,2,0,0,0,1,0,0,Construction Planning,"El-Rayes, Khaled A",3.5674561403508775
Fall,2011,171,ECON,420,11,41,26,20,50,6,6,10,0,0,0,0,0,1,International Economics,"Baer, Werner",3.3530588235294116
Spring,2010,24,ACE,398,0,21,0,0,0,2,0,1,0,0,0,0,0,0,Contemp Issues in Fin Planning,"Braden, John B",3.8058333333333336
Spring,2021,29,CLCV,115,0,26,0,1,1,0,0,1,0,0,0,0,0,0,Mythology of Greece and Rome,"Karnes, Victoria A",3.873448275862069
Spring,2010,115,VCM,667,0,34,0,0,50,0,0,27,0,0,3,0,1,0,Radiology and Radiobiology,"O'Brien, Robert T",2.982608695652174
Spring,2019,23,ACE,161,0,15,0,0,6,0,0,1,0,0,1,0,0,0,Microcomputer Applications,"Lo, Alexander C",3.5217391304347827
Spring,2016,63,FIN,512,10,22,10,11,6,1,0,2,0,0,0,0,0,1,Financial Derivatives,"Johnson, Timothy C",3.64516129032258
Spring,2018,24,AIS,285,12,1,3,0,2,0,0,1,1,0,2,2,0,0,Indigenous Thinkers,"Maldonado, Korinta",3.1675
Spring,2017,39,ECON,103,6,6,8,1,5,3,3,5,0,0,1,1,0,0,Macroeconomic Principles,"Ding, Chen",3.1374358974358976
Spring,2018,42,EPSY,575,0,14,25,3,0,0,0,0,0,0,0,0,0,0,Mixed Method Inquiry,"Greene, Jennifer C",3.755714285714286
Summer,2019,34,ART,100,0,11,8,6,3,2,1,1,0,0,0,0,2,0,Understanding Visual Culture,"Burns, Jennifer",3.2944117647058824
Summer,2011,56,FSHN,414,5,30,0,1,11,5,0,2,0,0,0,1,1,0,Food Chemistry,"Engeseth, Nicki J",3.470535714285714
Summer,2010,24,MATH,415,6,4,1,3,4,4,1,0,0,0,1,0,0,0,Applied Linear Algebra,"Bergvelt, Maarten J",3.3195833333333336
Fall,2021,111,CS,447,23,42,22,8,5,3,2,0,0,0,0,0,5,1,Natural Language Processing,"Hockenmaier, Julia C",3.5913636363636363
Spring,2020,32,ACCY,576,19,10,1,1,1,0,0,0,0,0,0,0,0,0,Data Preparation for Accting,"Guymon, Ronald N",3.9375
Spring,2016,26,MACS,101,9,9,4,1,1,2,0,0,0,0,0,0,0,0,Intro to the Media,"Ban, Youngkwan",3.782692307692308
Spring,2015,49,ME,370,1,9,17,10,3,3,1,1,3,0,0,1,0,0,Mechanical Design I,"Tawfick, Sameh H",3.320612244897959
Spring,2011,160,PS,101,2,17,28,35,30,14,8,9,4,3,4,1,4,1,Intro to US Gov & Pol,"Krassa, Michael A",2.9853459119496857
Fall,2012,50,ECE,340,3,8,3,7,5,5,2,8,4,1,2,1,0,1,Semiconductor Electronics,"Pop, Eric",2.8165306122448976
Spring,2011,38,ARTD,302,0,7,0,1,11,2,7,8,0,0,0,2,0,0,Industrial Design IV,"McDonagh, Deana C",2.718947368421053
Fall,2019,33,CMN,396,0,10,7,5,3,2,2,1,0,1,0,0,2,0,Photography and Public Life,"Finnegan, Cara A",3.171818181818182
Fall,2020,64,CHLH,457,22,25,11,2,1,3,0,0,0,0,0,0,0,0,Health Planning,"Hale, Timothy",3.844375
Spring,2019,43,MACS,203,1,5,11,12,5,6,0,0,0,0,1,0,2,0,Contemporary Movies,"Oyallon-Koloski, Jenny",3.17093023255814
Fall,2021,58,GS,101,26,17,4,2,4,1,1,0,0,0,0,1,1,1,Exploring General Studies,"Smothers, Sarah A",3.7019298245614034
Fall,2018,25,ECE,598,5,6,5,3,3,3,0,0,0,0,0,0,0,0,2D Material Electr & Photonics,"Zhu, Wenjuan",3.5740000000000003
Fall,2015,58,SPED,205,0,53,0,0,5,0,0,0,0,0,0,0,0,0,Introduction to Special Needs,"Bentz, Johnell L",3.913793103448276
Fall,2012,21,LAS,101,1,15,4,0,1,0,0,0,0,0,0,0,0,0,Freshman Seminar,"Hoffman, Ruth A",3.88952380952381
Fall,2016,34,ECON,490,0,7,3,2,9,4,4,1,0,0,1,1,0,2,Monetary Economics,"Zhao, Rui",3.0106249999999997
Fall,2014,59,IHLT,101,0,34,0,0,11,0,0,7,0,0,1,0,5,1,Introduction to i-Health,"Pyrz, Patty S",3.1724137931034484
Spring,2014,30,MBA,505,0,4,11,9,5,1,0,0,0,0,0,0,0,0,Quantitative Methods in Fin,"Kahn, Charles M",3.467
Summer,2011,75,EDUC,101,0,72,0,0,1,0,0,0,0,0,2,0,0,0,Education Orientation Seminar,"Cross, Joseph L",3.9066666666666667
Fall,2018,24,UP,426,0,3,0,2,10,0,5,4,0,0,0,0,0,0,Urban Design and Planning,"Lavigne, Devin",2.84625
Summer,2011,32,ECON,102,0,12,0,0,12,0,0,3,0,0,4,0,1,0,Microeconomic Principles,"Xu, Hui",2.9375
Spring,2017,25,CPSC,352,2,6,1,0,7,2,0,6,1,0,0,0,0,0,Plant Genetics,"Diers, Brian W",3.0272
Spring,2020,26,ACCY,410,1,8,3,6,3,1,2,1,1,0,0,0,0,0,Advanced Financial Reporting,"Chen, Ciao-Wei",3.3457692307692306
Spring,2020,83,SHS,120,0,54,0,0,16,0,0,7,0,0,0,0,6,0,"Child, Comm, & Lang Ability","Wachtel, Jayne M",3.3493975903614457
Spring,2014,28,FSHN,595,10,10,5,3,0,0,0,0,0,0,0,0,0,0,Nutrition for Food Scientists,"Andrade, Juan",3.8692857142857138
Spring,2010,23,MCB,150,0,4,6,3,1,2,3,2,0,1,1,0,0,0,Molec & Cellular Basis of Life,"Pan, Yinghong",3.029130434782609
Summer,2013,24,SOCW,400,0,23,0,0,1,0,0,0,0,0,0,0,0,0,Generalist SW Practice Methods,"White-Gibson, Nancy L",3.9583333333333335
Fall,2020,26,CHLH,494,0,21,0,0,4,0,0,1,0,0,0,0,0,0,Bioethics & Disability,"Kosciulek, John F",3.769230769230769
Spring,2022,35,FIN,321,4,9,2,4,7,1,3,4,0,1,0,0,0,0,Advanced Corporate Finance,"Fonseca, Julia",3.2185714285714284
Fall,2017,59,FIN,512,3,24,10,10,9,3,0,0,0,0,0,0,0,0,Financial Derivatives,"Widdicks, Martin",3.6103389830508474
Fall,2016,118,NPRE,402,21,35,23,15,13,3,3,1,1,0,0,1,1,1,Nuclear Power Engineering,"Ragheb, Magdi",3.5615384615384613
Summer,2019,40,ACCY,593,1,21,7,2,6,2,1,0,0,0,0,0,0,0,Special Research Problems,"Kustanovich, Michael",3.6505
Fall,2011,21,RHET,105,1,17,2,0,0,0,1,0,0,0,0,0,0,0,Principles of Composition,"Olinger, Andrea",3.889047619047619
Spring,2022,24,BTW,250,1,17,2,2,0,0,1,1,0,0,0,0,0,0,Principles Bus Comm,"Canipe, Joshua",3.76375
Fall,2014,26,SOC,380,3,9,5,3,3,3,0,0,0,0,0,0,0,0,Social Research Methods,"Kurisu, Sheri-Lynn S",3.590384615384615
Fall,2013,85,CHEM,104,3,7,5,14,4,8,12,8,7,4,8,3,2,0,General Chemistry II,"Ray, Christian R",2.462470588235294
Fall,2020,38,ACCY,405,0,6,8,10,6,7,0,0,1,0,0,0,0,0,Assurance and Attestation,"Lullo, Michael J",3.29
Spring,2020,960,CHEM,103,310,236,108,66,70,29,33,37,19,9,12,9,22,0,General Chemistry Lab I,"Hummel, Thomas J",3.4376979166666666
Spring,2010,45,ACCY,202,0,16,1,15,4,0,2,6,0,0,0,0,1,0,Accounting and Accountancy II,"Tanner, Katherine E",3.2506666666666666
Spring,2017,59,CS,598,12,27,11,6,3,0,0,0,0,0,0,0,0,0,Cutting-Edge Trends In DLR,"Lazebnik, Svetlana",3.8194915254237287
Fall,2021,77,ECON,102,16,24,12,7,6,4,2,4,1,0,0,0,0,1,Microeconomic Principles,"Dee, Ethan A",3.5573684210526317
Spring,2021,24,IS,510,6,16,1,0,0,0,0,0,0,0,0,0,1,0,Libraries Info and Society,"LaBarre, Kathryn A",3.8195833333333336
Spring,2021,53,BUS,201,0,42,3,3,2,1,0,0,0,0,0,0,2,0,Business Dynamics,"Sanchez, Carmen J",3.7296226415094336
Spring,2014,87,ANTH,175,12,28,8,7,16,4,3,4,3,0,1,0,1,0,Archaeology and Pop Culture,"Silverman, Helaine I",3.360344827586207
Spring,2016,37,MBA,503,0,11,17,5,4,0,0,0,0,0,0,0,0,0,Ethical Leadership,"Loyd, Denise L",3.6497297297297293
Spring,2018,49,MBA,503,0,26,6,6,10,1,0,0,0,0,0,0,0,0,Organization Theory & Design,"Kraatz, Matthew S",3.6463265306122445
Spring,2010,21,RHET,105,0,5,9,4,2,0,0,1,0,0,0,0,0,0,Principles of Composition,"Cavallaro, Alexandra",3.5404761904761903
Fall,2012,34,ECON,102,0,12,5,3,6,2,1,1,1,0,0,0,3,0,Microeconomic Principles,"Zhang, Cong",3.1082352941176468
Fall,2014,45,IB,204,1,6,2,5,10,8,2,7,1,0,2,0,1,0,Genetics,"Pittendrigh, Barry R",2.792888888888889
Spring,2011,114,ECE,205,2,20,9,9,23,9,16,15,7,0,4,0,0,0,Elec & Electronic Circuits,"Choi, Hyungsoo",2.8684210526315788
Spring,2019,75,ECE,486,6,26,8,20,3,5,4,2,1,0,0,0,0,0,Control Systems,"Dong, Roy",3.484
Fall,2011,38,FIN,241,0,10,6,8,13,1,0,0,0,0,0,0,0,0,Fundamentals of Real Estate,"Sinow, David M",3.4297368421052625
Fall,2015,54,ANSC,431,6,11,2,10,14,2,2,4,0,0,1,0,1,1,Advanced Reproductive Biology,"Nowak, Romana A",3.2007547169811317
Spring,2013,22,LER,200,2,5,3,3,4,2,1,1,0,0,0,1,0,0,Globalization and Workers,"Schiavone, Michael",3.2427272727272727
Spring,2016,49,ANSC,207,1,27,3,6,6,3,2,0,0,0,0,0,0,1,Companion Animal Biology &Care,"Zhao, Kai",3.6179166666666664
Spring,2021,24,CS,484,2,18,1,0,2,1,0,0,0,0,0,0,0,0,Parallel Programming,"Rauchwerger, Lawrence",3.8475
Fall,2016,92,RST,242,0,65,0,0,21,0,0,4,0,0,1,0,0,1,Nature and American Culture,"Lum, Clinton S",3.6483516483516483
Fall,2015,30,ACES,101,22,5,1,1,1,0,0,0,0,0,0,0,0,0,Contemporary Issues in ACES,"Granger, Kyle L",3.933333333333333
Spring,2013,21,IB,433,2,7,1,5,2,1,0,3,0,0,0,0,0,0,Comparative Vertebrate Anatomy,"Frazzetta, Thomas H",3.38047619047619
Spring,2010,29,ACCY,553,3,4,9,6,6,1,0,0,0,0,0,0,0,0,Multi-jurisdictional Taxation,"Engle, Howard S",3.5062068965517246
Fall,2021,26,CMN,232,4,6,4,3,3,5,0,0,0,0,1,0,0,0,Intro to Intercultural Comm,"Koven, Michele E",3.3853846153846154
Spring,2019,23,TSM,464,0,3,3,3,0,6,1,0,3,0,0,4,0,0,Engine and Tractor Power,"Hansen, Alan C",2.56695652173913
Spring,2016,25,CMN,336,1,2,5,5,0,7,1,1,1,1,1,0,0,0,Family Communication,"Pusateri, Kimberly B",2.9608
Fall,2010,21,HIST,120,1,3,8,4,1,1,1,0,0,0,0,1,1,0,East Asian Civilizations,"Toby, Ronald P",3.207142857142857
Fall,2018,26,LAS,101,11,2,1,3,5,0,2,0,0,0,1,1,0,0,Freshman Seminar,"Soranso, Murillo S",3.3457692307692306
Fall,2018,75,CS,447,11,18,13,14,11,0,2,2,0,0,3,0,1,0,Natural Language Processing,"Hockenmaier, Julia C",3.3998666666666666
Winter,2020,23,EPS,423,0,20,1,1,0,1,0,0,0,0,0,0,0,0,Politics of Education,"Mason, Terrence C",3.898695652173913
Spring,2018,27,SOC,100,0,14,1,4,3,1,1,0,0,1,1,0,1,0,Introduction to Sociology,"Asminkin, Ilya",3.3081481481481485
Spring,2012,22,CMN,211,0,6,5,5,1,0,1,2,1,0,0,0,0,1,Business Communication,"Basinger, Erin D",3.3333333333333335
Spring,2010,48,LAW,792,0,5,12,18,11,2,0,0,0,0,0,0,0,0,Medical Malpractice,"Hyman, David A",3.3816666666666664
Spring,2016,23,SOCW,402,0,20,0,1,2,0,0,0,0,0,0,0,0,0,Practice II,"Cintron, Valerie",3.8839130434782607
Spring,2011,59,PSYC,351,3,11,13,6,11,4,2,3,3,1,0,1,1,0,Thinking and Reasoning,"Cummins, Denise D",3.136271186440678
Spring,2018,45,AE,321,1,8,4,5,3,1,3,3,2,1,2,3,9,0,Mechs of Aerospace Structures,"Lambros, John",2.237111111111111
Fall,2010,31,MATH,580,6,12,5,4,3,1,0,0,0,0,0,0,0,0,Combinatorial Mathematics,"West, Douglas B",3.720645161290322
Spring,2019,176,ACE,231,17,66,32,19,18,8,8,3,2,0,2,0,1,0,Food and Agribusiness Mgt,"Stoddard, Paul B",3.511647727272728
Fall,2011,34,LAW,647,0,7,7,10,6,3,0,1,0,0,0,0,0,0,Income Taxation,"Kaplan, Richard L",3.3823529411764706
Fall,2021,26,HIST,394,6,12,4,1,0,0,1,1,1,0,0,0,0,0,Hidden Political Figures,"Barrett, Marsha E",3.6926923076923077
Fall,2010,81,AE,321,2,7,3,9,9,15,10,6,2,0,4,5,7,2,Mechs of Aerospace Structures,"Chasiotis, Ioannis",2.405316455696202
Fall,2019,39,AE,199,0,25,5,3,3,1,1,0,0,0,1,0,0,0,Computer Aided Design,"Woodard, Brian S",3.6753846153846155
Fall,2018,48,ANSC,350,0,25,0,0,14,0,0,8,0,0,0,0,0,1,Cellular Metabolism in Animals,"Ridlon, Jason M",3.3617021276595747
Spring,2010,39,RST,199,10,12,7,4,3,1,1,1,0,0,0,0,0,0,Undergraduate Open Seminar,"Tainsky, Scott",3.6669230769230765
Fall,2014,35,ACCY,515,0,11,9,9,1,2,0,2,0,0,0,0,0,1,Auditing & Assurance Standards,"Hobson, Jessen L",3.5100000000000002
Fall,2014,26,ANTH,143,14,5,3,1,1,1,0,0,0,0,1,0,0,0,Biology of Human Behavior,"Clancy, Kathryn B",3.7311538461538465
Spring,2020,202,MATH,241,28,33,35,30,14,22,16,5,9,4,2,0,4,0,Calculus III,"Zharnitsky, Vadim",3.181782178217822
Spring,2014,182,CS,225,1,65,13,15,23,12,9,19,3,0,12,0,9,1,Data Structures,"Heeren, Cinda",2.9761325966850825
Fall,2010,22,RHET,105,0,4,3,6,9,0,0,0,0,0,0,0,0,0,Principles of Composition,"Runkle, Stephen A",3.363181818181818
Spring,2022,242,TAM,212,21,42,35,28,33,20,19,21,6,6,4,4,3,0,Introductory Dynamics,"Ertekin, Elif",3.0456198347107435
Spring,2020,81,SHS,120,0,45,0,0,24,0,0,7,0,0,3,0,2,0,"Child, Comm, & Lang Ability","Wachtel, Jayne M",3.3209876543209877
Spring,2019,38,FIN,221,0,14,3,2,8,1,2,5,1,1,1,0,0,0,Corporate Finance,"Dyer, Michael A",3.1315789473684212
Spring,2010,47,ARTH,312,13,16,4,5,2,3,0,1,1,1,1,0,0,0,Central African Art,"Rush, Dana",3.560425531914894
